business_code,name,tci_classification,official_classification,city_name,supplier_code,supplier_name
HO11806,Fairfield by Marriott Belagavi,budget,4str,,DR11538,Fairfield by Marriott Belagavi
HO10148,Nidhivan Sarovar Portico,moderate,4str,Vrindavan,DR10446,Nidhivan Sarovar Portico
HO11525,Lemon Tree (Banjara Hills),moderate,3str,Hyderabad,DR12283,Lemon Tree (Banjara Hills)
HO10009,Samode Haveli,first-class,heritage,Jaipur,DR10078,Samode Haveli
HO10115,Trident,moderate,5str,Chennai,DR10211,Trident
HO11255,The Grand - Ambala,lux,5str,,DR12034,The Grand - Ambala
HO11363,Holiday Inn Express (International Airport T3),moderate,3str,New Delhi,DR10499,Holiday Inn Express (International Airport T3)
HO12041,Conrad,budget,5str,Pune,DR11538,Conrad
HO10478,Les Hibiscus,budget,1str,Puducherry (Pondicherry),DR10925,Les Hibiscus
HO12097,Ibis Thane,budget,3str,,DR11538,Ibis Thane
HO12234,Sardargarh Heritage,moderate,4str,Sardargarh,DR12668,Sardargarh Heritage
HO11489,Royale Regent,moderate,4str,Agra,DR12058,Royale Regent
HO11359,Royal Court,budget,3str,Madurai,DR11801,Royal Court
HO10936,Kipling Camp,moderate,2str,Kanha,DR10579,Kipling Camp
HO11717,Le Meridien,budget,5str,Kochi (Cochin),DR11538,Le Meridien
HO11540,Araiya,first-class,4str,Palampur,DR12319,Araiya
HO11411,Jaipur Inn,budget,2str,Jaipur,DR10761,Jaipur Inn
HO12026,Rose Gardens Homestay,moderate,1str,Munnar,DR12510,Rose Gardens Homestay
HO10494,Ishwari Niwas Palace,moderate,1str,Bundi,DR10890,Ishwari Niwas Palace
HO11464,Hyatt Place,first-class,3str,Bodhgaya,DR12209,Hyatt Place
HO11560,Tree Of Life Resort & Spa,first-class,5str,Varanasi,DR12329,Tree Of Life Resort & Spa
HO11379,Champaner Heritage Resort,first-class,4str,Champaner,DR11940,Champaner Heritage Resort
HO10972,Goldfinch Retreat,moderate,4str,Bengaluru,DR11300,Goldfinch Retreat
HO10883,Ramada By Wyndham (Raja Park),moderate,5str,Jaipur,DR10303,Ramada By Wyndham (Raja Park)
HO11679,Radhika Beach Resort,moderate,3str,Diu,DR12482,Radhika Beach Resort
HO10157,The Elgin Nor-Khill,first-class,4str,Gangtok,DR10559,The Elgin Nor-Khill
HO10710,Sofitel Mumbai BKC,moderate,5str,Mumbai,DR10754,Sofitel Mumbai BKC
HO10358,The Fern Residency,moderate,4str,Jodhpur,DR10817,The Fern Residency
HO10256,Mayfair Spa Resort & Casino,first-class,5str,Gangtok,DR10572,Mayfair Spa Resort & Casino
HO12231,Le Himalaya,budget,1str,Kathmandu,DR12655,Le Himalaya
HO10863,Purple Beds by Vits,moderate,3str,Aurangabad (MH) ,DR10681,Purple Beds by Vits
HO11050,Infinity Resorts,moderate,3str,Kaziranga,DR11388,Infinity Resorts
HO11864,The Kothi Heritage,budget,3str,,DR11538,The Kothi Heritage
HO10830,Crowne Plaza,first-class,5str,Gurgaon,DR10789,Crowne Plaza
HO10361,Chettinadu Court,moderate,3str,Karaikudi,DR10764,Chettinadu Court
HO10424,Haveli Inn Pal,moderate,3str,Jodhpur,DR10334,Haveli Inn Pal
HO10750,Mayfair Heritage,first-class,4str,Puri,DR11086,Mayfair Heritage
HO11811,Whispering Palms Beach Resort,first-class,4str,Goa,DR12517,Whispering Palms Beach Resort
HO11841,Hanuwant Niwas,budget,1str,Jodhpur,DR12651,Hanuwant Niwas
HO11426,Devgarh,budget,3str,Jaisalmer,DR11399,Devgarh
HO11976,Suba International,budget,4str,Mumbai,DR11538,Suba International
HO10449,Lemon Tree (Sohna Road),budget,3str,Gurgaon,DR10178,Lemon Tree (Sohna Road)
HO12208,Saura,moderate,1str,Agra,DR12635,Saura
HO10771,Grand Hyatt Mumbai Hotel & Residences,first-class,5str,Mumbai,DR10418,Grand Hyatt Mumbai Hotel & Residences
HO10686,Lemon Tree Premier,moderate,4str,Hyderabad,DR11078,Lemon Tree Premier
HO12217,The Nanee,moderate,4str,Bhaktapur,DR12655,The Nanee
HO10436,Narendra Bhawan,first-class,4str,Bikaner,DR10272,Narendra Bhawan
HO10600,White Water Cruise-1BRH,houseboat-moderate,houseboat-silver,Alappuzha (Alleppey),DR10006,White Water Cruise-1BRH
HO10219,The Royal Residency,moderate,3str,Bodhgaya,DR10583,The Royal Residency
HO10988,Abad Metro,budget,2str,Kochi (Cochin),DR11262,Abad Metro
HO12159,Vaishali Residency,moderate,1str,Vaishali,DR12600,Vaishali Residency
HO11325,The Lalit,first-class,5str,Mumbai,DR10484,The Lalit
HO11289,Aura,moderate,1str,Kolkata,DR11218,Aura
HO10498,Jagat Palace,first-class,3str,Pushkar,DR10943,Jagat Palace
HO11631,Crowne Plaza,budget,5str,Jaipur,DR11538,Crowne Plaza
HO11350,Koolwal Kothi,moderate,3str,Nawalgarh,DR11864,Koolwal Kothi
HO11029,Taj Swarna,lux,5str,Amritsar,DR10758,Taj Swarna
HO12105,O By Tamara,moderate,5str,Thiruvananthapuram (Trivandrum),DR12578,O By Tamara
HO11149,Vivaana Culture,first-class,4str,Mandawa,DR10353,Vivaana Culture
HO10016,The Amayaa,budget,4str,Varanasi,DR10083,The Amayaa
HO11275,Godwin,moderate,4str,Mumbai,DR10816,Godwin
HO12169,The India Benares,budget,4str,Varanasi,DR11538,The India Benares
HO10669,Chunda Shikar Oudi,first-class,5str,Udaipur (RJ),DR11028,Chunda Shikar Oudi
HO10191,Radisson,first-class,5str,Varanasi,DR10393,Radisson
HO11045,Sinclairs Retreat,budget,3str,Kalimpong,DR11385,Sinclairs Retreat
HO11757,Udai Niwas,budget,1str,Bikaner,DR12580,Udai Niwas
HO12081,Le Lac Sarovar Portico,budget,4str,,DR11538,Le Lac Sarovar Portico
HO10116,Accord Metropolitan,moderate,5str,Chennai,DR10225,Accord Metropolitan
HO11237,Uday Samudra,moderate,5str,Kovalam,DR10723,Uday Samudra
HO11292,Lemon Tree,moderate,1str,Mumbai,DR11537,Lemon Tree
HO12042,Chandera Kothi,moderate,1str,Orchha,DR12662,Chandera Kothi
HO11922,Radisson City Centre,budget,3str,,DR11538,Radisson City Centre
HO10585,Quality Inn,budget,4str,Gurgaon,DR10794,Quality Inn
HO11665,Sterling Lake Palace,moderate,5str,,DR12795,Sterling Lake Palace
HO11165,Haveli Hauz Khas,moderate,3str,New Delhi,DR11510,Haveli Hauz Khas
HO11874,Radisson,first-class,5str,Gwalior,DR12463,Radisson
HO10464,Trident (Nariman Point),first-class,5str,Mumbai,DR10545,Trident (Nariman Point)
HO10152,Chidambara Vilas,moderate,3str,Chettinadu,DR10651,Chidambara Vilas
HO10903,Leela Palace (UNIRE Testing),lux,5str,Chennai,DR10128,Leela Palace (UNIRE Testing)
HO11382,De Mandarin,first-class,1str,Goa,DR11311,De Mandarin
HO10417,Old Harbour,moderate,4str,Kochi (Cochin),DR10308,Old Harbour
HO11063,Clarks Inn,moderate,3str,Gurgaon,DR11389,Clarks Inn
HO10527,Jasmin Home,moderate,2str,Jaisalmer,DR10321,Jasmin Home
HO11847,Narmada Jacksons,budget,4str,,DR11538,Narmada Jacksons
HO11217,Krishna Palace,moderate,3str,Hampi (Hosapete),DR11414,Krishna Palace
HO10224,Xandari Harbour,first-class,4str,,DR10410,Xandari Harbour
HO11111,Sujan Jawai,lux,5str,Pali (RJ) ,DR11443,Sujan Jawai
HO10592,Hyatt Regency,lux,5str,Dharamshala,DR11030,Hyatt Regency
HO10553,Isola Di Cocco,budget,4str,Poovar,DR10736,Isola Di Cocco
HO11485,Udman,moderate,4str,Haridwar,DR12037,Udman
HO11545,Fort Pokaran,budget,4str,Pokhran,DR12279,Fort Pokaran
HO10729,Bloom Suites (Electronic City),budget,4str,Bengaluru,DR10871,Bloom Suites (Electronic City)
HO10616,Xandari Riverscapes-2BRH,houseboat-first-class,houseboat-platinum,Kumarakom,DR10649,Xandari Riverscapes-2BRH
HO11188,Gurkha Houseboats,moderate,3str,Srinagar,DR11324,Gurkha Houseboats
HO11567,Great Trails,moderate,4str,Kodaikanal,DR12363,Great Trails
HO11181,Serkong House,moderate,2str,Dharamshala,DR10592,Serkong House
HO11515,Four Seasons,lux,5str,Bengaluru,DR12057,Four Seasons
HO10448,The Oberoi Udaivilas,lux,5str,Udaipur (RJ),DR10223,The Oberoi Udaivilas
HO11614,Shivansh Green Resort,budget,3str,Rishikesh,DR12404,Shivansh Green Resort
HO11580,Taj Taal Kutir,first-class,5str,Kolkata,DR12372,Taj Taal Kutir
HO11499,Starlit Suites,budget,4str,Tirupati,DR12251,Starlit Suites
HO11317,Lemon Tree (Udyog Vihar),moderate,3str,Gurgaon,DR11518,Lemon Tree (Udyog Vihar)
HO10037,Palace on Ganges,moderate,3str,Varanasi,DR10171,Palace on Ganges
HO10450,Lemon Tree Premier,moderate,4str,Jaipur,DR10144,Lemon Tree Premier
HO11444,Grand Mercure,moderate,5str,Agra,DR12043,Grand Mercure
HO10297,Crystal Sarovar Premiere,moderate,5str,Agra,DR10155,Crystal Sarovar Premiere
HO12236,Barahi Jungle Lodge,first-class,5str,Chitwan,DR12655,Barahi Jungle Lodge
HO11156,Blackbuck Safari Lodge,moderate,1str,Velavadar,DR11548,Blackbuck Safari Lodge
HO11415,Sonesta Inns,moderate,4str,Goa,DR10704,Sonesta Inns
HO10409,The Gateway Hotel Pasumalai,first-class,5str,Madurai,DR10727,The Gateway Hotel Pasumalai
HO11524,Keys Prima,moderate,1str,Thekkady (Periyar/Kumily),DR12284,Keys Prima
HO12008,Chandys Windy Woods,budget,5str,Munnar,DR11538,Chandys Windy Woods
HO10611,White Water Cruise-1BRH,houseboat-moderate,houseboat-silver,Kumarakom,DR10006,White Water Cruise-1BRH
HO10951,Orchha Resort,moderate,4str,Orchha,DR10845,Orchha Resort
HO11244,Shenbaga Hotel And Convention Centre,budget,4str,Puducherry (Pondicherry),DR10186,Shenbaga Hotel And Convention Centre
HO10544,Tadoba Jungle Camp,moderate,5str,Tadoba,DR10612,Tadoba Jungle Camp
HO10519,Lemon Tree,moderate,3str,Chandigarh,DR10586,Lemon Tree
HO11343,Marasa Sarovar Premiere,moderate,1str,Bodhgaya,DR11304,Marasa Sarovar Premiere
HO11044,Pride Kadamb Kunj Resort,moderate,3str,Bharatpur,DR10923,Pride Kadamb Kunj Resort
HO11708,Bogmallo Beach Resort,moderate,5str,Goa,DR12519,Bogmallo Beach Resort
HO12011,Minerva Grand Nellore,budget,3str,,DR11538,Minerva Grand Nellore
HO12162,Hindustan Beach Retreat,budget,3str,,DR11538,Hindustan Beach Retreat
HO11656,Mastiff Infantry,budget,4str,Bengaluru,DR12502,Mastiff Infantry
HO11231,Sagara Beach Resort,budget,3str,Kovalam,DR11312,Sagara Beach Resort
HO10601,RKV-1BRH,budget,houseboat-silver,Alappuzha (Alleppey),DR10254,RKV-1BRH
HO11125,Indra Vilas,budget,3str,Alsisar,DR11352,Indra Vilas
HO10203,Madin,moderate,5str,Varanasi,DR10175,Madin
HO10426,The Dunes,moderate,4str,Kochi (Cochin),DR10377,The Dunes
HO10682,Vivanta (Panaji),first-class,5str,Goa,DR11087,Vivanta (Panaji)
HO11309,Sanskruti Resort,moderate,3str,Gokarna,DR11512,Sanskruti Resort
HO11051,Pride Sun Village Resort And Spa,moderate,4str,Goa,DR11406,Pride Sun Village Resort And Spa
HO10105,Blanket Hotel & Spa,moderate,5str,Munnar,DR10265,Blanket Hotel & Spa
HO11810,Hampi Heritage & Wilderness Resort,budget,3str,,DR11538,Hampi Heritage & Wilderness Resort
HO10599,Blue Jelly-2BRH,houseboat-lux,houseboat-platinum,Alappuzha (Alleppey),DR10756,Blue Jelly-2BRH
HO11023,Shahpura Dev Panache,first-class,1str,Udaipur (RJ),DR11226,Shahpura Dev Panache
HO10021,Taj Nadesar Palace,lux,5str,Varanasi,DR10101,Taj Nadesar Palace
HO11600,Aalia Villas,first-class,1str,Goa,DR12388,Aalia Villas
HO12074,Sitaram Beach Retreat,budget,1str,Thrissur,DR11538,Sitaram Beach Retreat
HO12028,Club Mahindra Derby Green,budget,3str,,DR11538,Club Mahindra Derby Green
HO11188,WelcomHeritage Gurkha Houseboats,moderate,3str,Srinagar,DR11324,WelcomHeritage Gurkha Houseboats
HO10674,Tuli Tiger Corridor,moderate,3str,Pench,DR11098,Tuli Tiger Corridor
HO10255,Mayfair Lagoon,first-class,5str,Bhubaneswar,DR10571,Mayfair Lagoon
HO10647,Gitanjali Homestay,moderate,1str,Mysuru (Mysore),DR10550,Gitanjali Homestay
HO10924,Chamba Camp Diskit,first-class,1str,Leh,DR11197,Chamba Camp Diskit
HO10793,Ranvas,first-class,1str,Nagaur (RJ) ,DR11106,Ranvas
HO10387,The Leela (Mumbai),first-class,5str,Mumbai,DR10491,The Leela (Mumbai)
HO11467,Aurika,first-class,1str,Mumbai,DR12220,Aurika
HO11116,"The Westin Resort & Spa, Himalayas",lux,1str,Rishikesh,DR11401,"The Westin Resort & Spa, Himalayas"
HO12385,AMS hotel test 1,first-class,5str,Manesar,DR12884,AMS hotel test 1
HO12355,Chunda Haveli,moderate,1str,Udaipur (RJ),DR12703,Chunda Haveli
HO10463,Villa Shanti,first-class,4str,Puducherry (Pondicherry),DR10942,Villa Shanti
HO11791,Sobit Sarovar Portico,budget,4str,Goa,DR11538,Sobit Sarovar Portico
HO12291,Tuli Tiger Corridor,moderate,3str,Pench,DR12735,Tuli Tiger Corridor
HO11370,Holiday Inn (Mayur Vihar),moderate,5str,New Delhi,DR10150,Holiday Inn (Mayur Vihar)
HO10079,Clarks Shiraz,moderate,5str,Agra,DR10089,Clarks Shiraz
HO11778,Sairaj Beach Resort,budget,4str,Goa,DR12516,Sairaj Beach Resort
HO12044,Hacra Dhani,budget,1str,Osian (RJ) ,DR11538,Hacra Dhani
HO10612,Xandari Riverscapes,houseboat-first-class,houseboat-platinum,Alappuzha (Alleppey),DR10649,Xandari Riverscapes
HO10089,Rajmahal Palace,first-class,5str-lux,Jaipur,DR10301,Rajmahal Palace
HO12368,Justa Morjim Beach Resort,moderate,4str,Goa,DR12811,Justa Morjim Beach Resort
HO11468,The Grand,moderate,5str,New Delhi,DR10367,The Grand
HO11747,The Bhuj House,moderate,1str,Bhuj,DR12633,The Bhuj House
HO11691,Ginger House Museum Hotel,budget,4str,Kochi (Cochin),DR11538,Ginger House Museum Hotel
HO11460,Amritara Surya,moderate,4str,Dharamshala,DR11330,Amritara Surya
HO10144,Fariyas,moderate,4str,Mumbai,DR10482,Fariyas
HO11129,RAAS,first-class,5str,Udaipur (RJ),DR11432,RAAS
HO12043,Courtyard By Marriott Pune Chakan,budget,4str,,DR11538,Courtyard By Marriott Pune Chakan
HO10606,White Water Cruise-2BRH,houseboat-moderate,houseboat-silver,Alappuzha (Alleppey),DR10006,White Water Cruise-2BRH
HO10143,The Sahil,moderate,4str,Mumbai,DR10456,The Sahil
HO11615,Alivaa,moderate,1str,Gurgaon,DR12345,Alivaa
HO11606,Clarks Inn Express,moderate,1str,Rishikesh,DR12263,Clarks Inn Express
HO10517,King's Abode,moderate,3str,Ranakpur,DR10740,King's Abode
HO10149,The Francis Residence,moderate,3str,Kochi (Cochin),DR10653,The Francis Residence
HO10337,Red Fox,budget,3str,Jaipur,DR10716,Red Fox
HO10583,Vythiri Resort,first-class,5str,Wayanad,DR11021,Vythiri Resort
HO11648,The Ashtan,budget,4str,,DR11538,The Ashtan
HO10130,Surya Kaiser Palace,budget,3str,Varanasi,DR10168,Surya Kaiser Palace
HO11300,Hyatt Regency,first-class,5str,Kolkata,DR10406,Hyatt Regency
HO10292,The Leela Ambience (Gurgaon),first-class,5str,Gurgaon,DR10800,The Leela Ambience (Gurgaon)
HO10731,Trident,first-class,5str,Bhubaneswar,DR11103,Trident
HO10322,Taj Theog Resort & Spa,lux,5str,Shimla,DR10608,Taj Theog Resort & Spa
HO10374,JP Cordial,moderate,3str,Bengaluru,DR10766,JP Cordial
HO10510,Lemon Tree Premier,moderate,4str,Pune,DR10153,Lemon Tree Premier
HO11780,The Fern Residency,budget,4str,Bhopal,DR11538,The Fern Residency
HO11031,Lotus Nikko,moderate,4str,Kushinagar,DR11334,Lotus Nikko
HO10083,Bujera Fort,first-class,4str,Udaipur (RJ),DR10080,Bujera Fort
HO11227,Pappukutty Beach Resort,moderate,3str,Kovalam,DR11356,Pappukutty Beach Resort
HO11148,Vasant Vilas,budget,3str,Udaipur (RJ),DR11549,Vasant Vilas
HO10654,"Mahua Kothi, A Taj Safari",lux,5str,Bandhavgarh,DR10531,"Mahua Kothi, A Taj Safari"
HO10243,Evolve Back,first-class,4str,Coorg (Kodagu),DR10693,Evolve Back
HO10302,The Leela Palace,lux,5str,New Delhi,DR10355,The Leela Palace
HO10539,Red Fox,budget,3str,Trichy (Tiruchirappalli),DR10200,Red Fox
HO12001,Chateau Windsor,budget,3str,,DR11538,Chateau Windsor
HO12067,Neelambari Ecotourism,budget,3str,Thrissur,DR11538,Neelambari Ecotourism
HO11365,Renest River Country Resort,moderate,4str,Manali,DR11409,Renest River Country Resort
HO11323,Fairfield By Marriott,moderate,4str,Lucknow,DR10477,Fairfield By Marriott
HO10276,Libra,budget,3str,Jaipur,DR10000,Libra
HO10449,Lemon Tree (Sector 68),budget,3str,Gurgaon,DR10178,Lemon Tree (Sector 68)
HO10610,RKV-3BRH,budget,houseboat-silver,Kumarakom,DR10254,RKV-3BRH
HO10799,Fifu,budget,3str,Jaisalmer,DR10814,Fifu
HO11511,Elakai,moderate,1str,Munnar,DR12261,Elakai
HO11453,Stok Palace Heritage,first-class,1str,Leh,DR12027,Stok Palace Heritage
HO10122,Roop Niwas Kothi,moderate,5str,Nawalgarh,DR10314,Roop Niwas Kothi
HO11195,JW Marriott,lux,5str,Bengaluru,DR11646,JW Marriott
HO10971,Fortune Landmark,moderate,5str,Ahmedabad,DR11215,Fortune Landmark
HO10313,The Oberoi Rajvilas,lux,5str,Jaipur,DR10096,The Oberoi Rajvilas
HO10685,The Pride,moderate,5str,Kolkata,DR11090,The Pride
HO10298,Lallgarh Palace,first-class,4str,Bikaner,DR10826,Lallgarh Palace
HO11955,Udai Vilas Palace,budget,4str,,DR11538,Udai Vilas Palace
HO10628,Shahpura Haveli,moderate,3str,Shahpura (Jaipur),DR11022,Shahpura Haveli
HO10104,Ramada,moderate,5str,Khajuraho,DR10313,Ramada
HO10092,Dera Rawatsar,moderate,4str,Jaipur,DR10252,Dera Rawatsar
HO11112,Fortune Select Exotica,moderate,4str,Navi Mumbai,DR11364,Fortune Select Exotica
HO11678,Lakeside Guesthouse,budget,1str,,DR11538,Lakeside Guesthouse
HO10589,Hilton Garden Inn,moderate,4str,New Delhi,DR11027,Hilton Garden Inn
HO11839,Holiday Inn Express,budget,4str,Kolkata,DR11538,Holiday Inn Express
HO11735,Corbett Ramganga Resort,budget,5str,,DR11538,Corbett Ramganga Resort
HO11449,Kumbhalgarh Safari Camp,budget,3str,Kumbhalgarh,DR11878,Kumbhalgarh Safari Camp
HO12021,Lagoon Sarovar Premiere,budget,1str,,DR11538,Lagoon Sarovar Premiere
HO10735,The Raviz Kadavu,first-class,5str,Kozhikode (Calicut),DR11099,The Raviz Kadavu
HO10778,Sairafort Sarovar Portico,moderate,4str,Jaisalmer,DR10347,Sairafort Sarovar Portico
HO10993,The Tower House,moderate,3str,Kochi (Cochin),DR11279,The Tower House
HO10946,Ranjit Vilas,moderate,5str,Amritsar,DR10523,Ranjit Vilas
HO11125,Indra Vilas,budget,2str,Alsisar,DR11352,Indra Vilas
HO10428,Indana Palace,moderate,5str,Jodhpur,DR10335,Indana Palace
HO11593,Tigergarh Wildlife Resort,moderate,3str,Bandhavgarh,DR12299,Tigergarh Wildlife Resort
HO11533,Sheraton Grand Chennai Resorts and Spa,first-class,5str,Chennai,DR12323,Sheraton Grand Chennai Resorts and Spa
HO10559,Radha Regent,budget,3str,Chennai,DR10953,Radha Regent
HO12069,Taj Dal View,first-class,5str,Srinagar,DR12437,Taj Dal View
HO11440,Annai Resorts & Spa,moderate,4str,Kanyakumari,DR12041,Annai Resorts & Spa
HO11703,Raintree Lodge,budget,3str,,DR11538,Raintree Lodge
HO10761,Green Park,first-class,5str,Chennai,DR11158,Green Park
HO11470,Lemon Tree,moderate,4str,Jhansi,DR12218,Lemon Tree
HO12156,Sangeet,budget,2str,,DR11538,Sangeet
HO10658,Tree House Hideaway,moderate,4str,Bandhavgarh,DR11049,Tree House Hideaway
HO11088,ITC Royal Bengal,first-class,5str,Kolkata,DR11457,ITC Royal Bengal
HO10804,Sarai At Toria,first-class,5str,Toria,DR11135,Sarai At Toria
HO11932,Winter Note,budget,1str,,DR11538,Winter Note
HO11479,Sea Shell,moderate,5str,Havelock,DR12211,Sea Shell
HO10965,Woods at Sasan,first-class,5str,Sasan Gir,DR11328,Woods at Sasan
HO10319,The Postcard Mandalay Hall,first-class,1str,Kochi (Cochin),DR10297,The Postcard Mandalay Hall
HO11753,Mastiff Select,budget,1str,Bidar,DR12631,Mastiff Select
HO11887,Shergarh,first-class,3str,Kanha,DR12650,Shergarh
HO10941,Tuli Imperial,moderate,3str,Nagpur,DR11201,Tuli Imperial
HO10412,Marriott,moderate,5str,Kochi (Cochin),DR10854,Marriott
HO12237,Green Mansions Jungle Resort,budget,4str,Chitwan,DR12655,Green Mansions Jungle Resort
HO11592,Park Inn By Radisson Ayodhya,moderate,1str,Ayodhya,DR12396,Park Inn By Radisson Ayodhya
HO10214,Lakesong,moderate,4str,Kumarakom,DR10725,Lakesong
HO10371,Clarks,budget,5str,Khajuraho,DR10621,Clarks
HO10932,WelcomHeritage Sirsi Haveli,budget,2str,Jaipur,DR10812,WelcomHeritage Sirsi Haveli
HO11131,Laxmi Vilas Palace,moderate,4str,Bharatpur,DR11433,Laxmi Vilas Palace
HO10587,Mistletoe,moderate,1str,Munnar,DR11018,Mistletoe
HO11553,Junglaat,budget,3str,Dharamshala,DR12297,Junglaat
HO10355,Ramada,moderate,4str,Amritsar,DR10786,Ramada
HO12045,Pushkar Organic,budget,4str,,DR11538,Pushkar Organic
HO11254,Sol Fiesta,moderate,4str,Goa,DR11265,Sol Fiesta
HO11805,Vivanta (Miramar),moderate,5str,Goa,DR12486,Vivanta (Miramar)
HO11713,RBD Sarovar Portico,budget,3str,,DR11538,RBD Sarovar Portico
HO11611,The Clement Retreats - Dera Village,moderate,1str,Dausa,DR12403,The Clement Retreats - Dera Village
HO12372,Tree Of Life Highlands,first-class,1str,Mussoorie,DR12330,Tree Of Life Highlands
HO11491,Bundela Resort,moderate,4str,Khajuraho,DR12227,Bundela Resort
HO12050,Courtyard by Marriott,budget,5str,Siliguri,DR11538,Courtyard by Marriott
HO10222,The St. Regis,lux,5str,Mumbai,DR10538,The St. Regis
HO12373,Puratan Qila,moderate,1str,Ranthambore,DR12853,Puratan Qila
HO12200,Raffles,first-class,1str,Jaipur,DR12414,Raffles
HO12193,Meri Haveli,moderate,1str,Jaisalmer,DR12217,Meri Haveli
HO11512,Mastiff Select,budget,1str,Kalaburagi (Gulbarga),DR12061,Mastiff Select
HO10651,Hindusthan International,moderate,5str,Kolkata,DR10405,Hindusthan International
HO10232,Sandesh The Prince,budget,4str,Mysuru (Mysore),DR10029,Sandesh The Prince
HO10057,Vishnupriya,budget,3str,Udaipur (RJ),DR10233,Vishnupriya
HO11458,Caspia,budget,3str,New Delhi,DR11270,Caspia
HO10566,Zone By The Park,budget,4str,Chennai,DR11006,Zone By The Park
HO10088,Shiv Vilas,moderate,5str,Jaipur,DR10324,Shiv Vilas
HO11527,Spicetree Rajakumari,moderate,1str,Munnar,DR12307,Spicetree Rajakumari
HO12112,DFS Grand Plazas,budget,3str,,DR11538,DFS Grand Plazas
HO11658,Novotel,budget,5str,Jodhpur,DR11538,Novotel
HO10950,Port Muziris,first-class,5str,Kochi (Cochin),DR10310,Port Muziris
HO11279,Netuk House,moderate,3str,Gangtok,DR11497,Netuk House
HO10036,Pushp Villa,budget,3str,Agra,DR10135,Pushp Villa
HO11229,Grande Bay Resort And Spa,first-class,4str,Mamallapuram (Mahabalipuram),DR11427,Grande Bay Resort And Spa
HO10392,Forest Canopy,moderate,4str,Thekkady (Periyar/Kumily),DR10889,Forest Canopy
HO10002,Atulyaa Taj,budget,4str,Agra,DR10027,Atulyaa Taj
HO11692,Welcomhotel By ITC,first-class,5str,Amritsar,DR12473,Welcomhotel By ITC
HO11927,Leela Resort The Exotic Boutique,budget,1str,,DR11538,Leela Resort The Exotic Boutique
HO10947,Dileep Kothi,first-class,4str,Jaipur,DR11174,Dileep Kothi
HO11313,Somatheeram Ayurvedic Health Resort,moderate,4str,Kovalam,DR11063,Somatheeram Ayurvedic Health Resort
HO11498,The Royal Plaza,moderate,4str,New Delhi,DR11285,The Royal Plaza
HO10050,Caspia,budget,3str,New Delhi,DR10090,Caspia
HO10303,Marriott,first-class,5str,Jaipur,DR10811,Marriott
HO11471,The Postcard Saligao,first-class,1str,Goa,DR12045,The Postcard Saligao
HO12056,Manjeera Sarovar Premiere,budget,5str,,DR11538,Manjeera Sarovar Premiere
HO10928,Lords Plaza,budget,3str,Jaipur,DR11200,Lords Plaza
HO11992,Aralia (International Airport),budget,1str,Mumbai,DR11538,Aralia (International Airport)
HO11374,Khandwa Haveli,budget,3str,Jaipur,DR11887,Khandwa Haveli
HO10743,Hilton (Embassy Golflinks),first-class,5str,Bengaluru,DR10876,Hilton (Embassy Golflinks)
HO11305,Ramada By Wyndham Powai Hotel & Convention Centre,moderate,3str,Mumbai,DR11852,Ramada By Wyndham Powai Hotel & Convention Centre
HO11241,The Surya Village,budget,3str,Ooty (Udhagamandalam),DR11856,The Surya Village
HO11950,Novotel (Mumbai International Airport),budget,5str,Mumbai,DR11538,Novotel (Mumbai International Airport)
HO11886,Yashail,budget,5str,,DR11538,Yashail
HO11784,Krinoscco,budget,4str,,DR11538,Krinoscco
HO11221,Fort House,moderate,3str,Kochi (Cochin),DR11350,Fort House
HO11283,Radisson Blu,moderate,5str,Ghaziabad,DR10548,Radisson Blu
HO11039,Sterling,budget,3str,Lonavala,DR11382,Sterling
HO11264,Singinawa Jungle Lodge,moderate,3str,Kanha,DR11132,Singinawa Jungle Lodge
HO10091,Clarion Bella Casa,budget,4str,Jaipur,DR10243,Clarion Bella Casa
HO10880,Madhuban,budget,3str,Jaipur,DR10280,Madhuban
HO10919,Narsingh Bagh,moderate,1str,Dholpur,DR10599,Narsingh Bagh
HO11704,Backwoods Camp,budget,1str,,DR11538,Backwoods Camp
HO11516,Taj Sawai,first-class,1str,Ranthambore,DR10744,Taj Sawai
HO11199,Grand Kakinada By Grt Hotels,moderate,4str,Kakinada,DR11281,Grand Kakinada By Grt Hotels
HO10324,The Oberoi,lux,5str,Gurgaon,DR10801,The Oberoi
HO10140,Sun N Sand,moderate,5str,Mumbai,DR10468,Sun N Sand
HO10784,Holy City Paradise Inn,budget,2str,Anandpur Sahib,DR11065,Holy City Paradise Inn
HO10223,Tall Trees,first-class,4str,Munnar,DR10669,Tall Trees
HO12118,Aranya Niwas,budget,3str,,DR11538,Aranya Niwas
HO11100,The Leela,first-class,5str,Gandhinagar,DR11442,The Leela
HO10385,Radisson Blu Atria,first-class,5str,Bengaluru,DR10496,Radisson Blu Atria
HO11276,The Lalit,first-class,5str,New Delhi,DR10512,The Lalit
HO10949,Jungle House,first-class,1str,Shimla,DR11196,Jungle House
HO11783,Seashell Suites and Villas,budget,4str,,DR11538,Seashell Suites and Villas
HO12225,Mystic Mountain,moderate,4str,Nagarkot,DR12655,Mystic Mountain
HO12317,Taj Cochin International Airport,first-class,1str,Kochi (Cochin),DR12783,Taj Cochin International Airport
HO10240,The Oberoi,lux,5str-lux,Mumbai,DR10500,The Oberoi
